2.e-8	2.0273380251661083e8
2.26e-8	1.7002509122904596e8
2.52e-8	1.812307257754394e8
2.78e-8	3.1317130696117413e8
3.04e-8	2.598855133688318e13
3.3e-8	3.0656099597766008e13
3.56e-8	1.1645991528912377e8
3.82e-8	3.751697525410427e7
4.08e-8	2.212109094919306e7
4.34e-8	2.067650238728421e7
4.6e-8	3.4532663667876735e7
4.86e-8	5.21294165476421e11
5.12e-8	5.237316109506964e12
5.38e-8	1.3702903045852916e7
5.64e-8	4.179398894576328e6
5.9e-8	2.141046739026782e6
6.16e-8	1.4792431077130104e6
6.42e-8	1.273383419034081e6
6.68e-8	1.298161196378353e6
6.94e-8	1.46455285873202e6
7.2e-8	1.7078500954805112e6
7.46e-8	2.1651331519842446e6
7.72e-8	4.0129395558072464e6
7.98e-8	4.4593331548862584e7
8.24e-8	3.4240579268689276e11
8.5e-8	2.234401534512845e6
8.76e-8	667883.5322663356
9.02e-8	357343.74523582036
9.28e-8	276211.9633097035
9.54e-8	306134.1902571015
9.8e-8	590128.6261241018
1.006e-7	1.0715030301893336e11
1.032e-7	1.0963185946574701e10
1.058e-7	408609.0559769595
1.084e-7	179054.18084951933
1.11e-7	151870.90431521487
1.136e-7	225691.44195502813
1.162e-7	903416.6447696832
1.188e-7	6.295637523916839e9
1.214e-7	387940.36960450665
1.24e-7	157492.1026314394
1.266e-7	162090.00256584559
1.292e-7	1.0819939871637435e6
1.318e-7	1.2511240411175356e11
1.344e-7	76083.13902692772
1.37e-7	30738.351973041867
1.396e-7	24676.66976712337
1.422e-7	31501.82656651525
1.448e-7	67721.76899482198
1.474e-7	8.202773414153514e10
