2.e-8	4.8765952319911055e13
2.26e-8	5.8305033275180336e13
2.52e-8	6.719197622898912e12
2.78e-8	8.279545096176547e9
3.04e-8	2.0295419351323886e9
3.3e-8	7.40540966859049e8
3.56e-8	3.5182950576629376e8
3.82e-8	2.2824494146825677e8
4.08e-8	3.063060978556724e8
4.34e-8	6.06138318240167e12
4.6e-8	1.0639397974707678e12
4.86e-8	5.449925652734901e8
5.12e-8	2.5082217317992803e8
5.38e-8	1.9754716677886525e8
5.64e-8	2.4860854170770305e8
5.9e-8	5.2563416507283753e8
6.16e-8	6.779804803866416e11
6.42e-8	2.4392982480596855e12
6.68e-8	3.971649479698311e8
6.94e-8	4.6065265588150054e8
7.2e-8	5.715366657014109e8
7.46e-8	9.921443953815424e8
7.72e-8	6.3806118543757706e10
7.98e-8	9.60263834157803e11
8.24e-8	2.352618861343904e9
8.5e-8	9.834344399060961e8
8.76e-8	1.0765224617767e9
9.02e-8	2.814041642224054e9
9.28e-8	2.977383470989556e11
9.54e-8	2.929788602864806e8
9.8e-8	4.969884910138048e10
1.006e-7	2.984822554075335e8
1.032e-7	2.173912028626438e7
1.058e-7	4.422045745121683e7
1.084e-7	6.261360369583609e10
1.11e-7	3.3953542203475184e9
1.136e-7	3.1969360682734093e6
1.162e-7	530333.3320457392
1.188e-7	154827.07225287
1.214e-7	57707.02578371426
1.24e-7	26251.246459311413
1.266e-7	13837.533405900174
1.292e-7	8379.133039809696
1.318e-7	5641.87868756866
1.344e-7	4086.467184678657
1.37e-7	3165.797293265105
1.396e-7	2607.9734589136674
1.422e-7	2271.143104770335
1.448e-7	2082.9518428378633
1.474e-7	2001.65011991942
